tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
374975,204915,TRUE,Mon Oct 09 01:15:33 +0000 2017,@sprintcare iPhone 6,374973,374978
374978,sprintcare,FALSE,Mon Oct 09 01:13:28 +0000 2017,@204915 This is concerning to us. Could you provide us with your make and model of your device? - CE,374975,374979
374979,204915,TRUE,Mon Oct 09 01:11:07 +0000 2017,@sprintcare No and no,374978,374980
374980,sprintcare,FALSE,Mon Oct 09 01:10:40 +0000 2017,@204915 Has this ever happen to you before? Did you receive it in a random order? - CE,374979,374981
374981,204915,TRUE,Mon Oct 09 01:06:14 +0000 2017,@sprintcare I got 6 texts in a row 20 minutes after they were sent.  This has been happening all day,374980,374982
374982,sprintcare,FALSE,Mon Oct 09 01:05:04 +0000 2017,@204915 Thanks so much for reaching out to us. Could you elaborate on the issue? - CE,374981,374983
375208,sprintcare,FALSE,Mon Oct 09 01:38:28 +0000 2017,"@204974 Hey, I'll be happy to assist you. What seems to be the matter? Are you still experiencing service issues? -RA",,375209
375209,204974,TRUE,Sun Oct 08 23:43:02 +0000 2017,@sprintcare You guys didn’t try to help me 😒,375208,375210
375210,sprintcare,FALSE,Fri Oct 06 00:21:35 +0000 2017,"@204974 This is not the impression we want our customer to have. Please, send us a DM with more details of this issue, so we can assist you. -DP https://t.co/rMApsV8PQY",375209,375211
375212,sprintcare,FALSE,Mon Oct 09 01:36:14 +0000 2017,@204975 Hey there! Is there any way I can assist you at this time? Please let me know I am here to help. -JJ,375213,375214
375213,204975,TRUE,Mon Oct 09 01:38:33 +0000 2017,@sprintcare 😂🤦‍♂️,,375212
375214,204975,TRUE,Mon Oct 09 01:25:25 +0000 2017,So that's why y'all never answer the damn phone @115714 @sprintcare https://t.co/AUQbVumLXX,"3,75,21,23,75,215",
375216,sprintcare,FALSE,Mon Oct 09 01:31:07 +0000 2017,@204976 Can you tell us what makes you feel this way about sprint ? We would like to help. - AP,375217,375218
375217,204976,TRUE,Mon Oct 09 01:41:40 +0000 2017,@sprintcare I never have service 🤔🤔🤔 duh,375219,375216
375219,sprintcare,FALSE,Mon Oct 09 01:47:57 +0000 2017,@204976 We would be more than happy to assist you with your service issue .Please send us a DM . - AP,,375217
375460,sprintcare,FALSE,Mon Oct 09 01:57:22 +0000 2017,@205033 Could you please give us a brief summary of your concerns so we can investigate and reach back to you. -EM,375461,375462
375461,205033,TRUE,Mon Oct 09 02:08:58 +0000 2017,@sprintcare starters they are uncouth unwilling to help &amp;rush the call instead of addressing issues -do u want me to explicit on here?,,375460
375462,205033,TRUE,Mon Oct 09 01:55:09 +0000 2017,@sprintcare you guys have the most incompetent customer service reps omg ! I swear it makes me don't want to do business with sprint,375460,
375710,sprintcare,FALSE,Mon Oct 09 02:13:56 +0000 2017,@202989 Sorry for the trouble. We are here to help.,,375711
375712,sprintcare,FALSE,Mon Oct 09 02:06:49 +0000 2017,@205103 It's a great time to switch to Sprint and save 50%! Visit https://t.co/E7BKALdZau  to see how much you'll save! -JJ,375713,375714
375713,205104,TRUE,Thu Oct 19 10:21:56 +0000 2017,"@sprintcare @205103 Don't switch it's a scam, they promised me a projector with purchase, switched from project fi, bought 5 phones and now find out it's a lie",,375712
375716,sprintcare,FALSE,Mon Oct 09 02:03:42 +0000 2017,"@205105 Please send us a Direct Message, so that we can further assist you. -CS",,375717
376196,sprintcare,FALSE,Mon Oct 09 02:38:25 +0000 2017,@205106 @205106 We are concerned about your message and we'll be happy to help you. Please send us a DM. - AP,,376197
377896,sprintcare,FALSE,Mon Oct 09 04:24:06 +0000 2017,"@205672 ¡Saludos! Esta usted experimentando algún tipo de problemas? Si es así, por favor déjenos saber! -MK","3,77,89,73,77,898",345430
377897,205672,TRUE,Mon Oct 09 04:25:33 +0000 2017,"@sprintcare si, en el area de carolina no tengo servicio de ningun tipo",,377896
377898,205672,TRUE,Mon Oct 09 04:31:42 +0000 2017,@sprintcare ni villa carolina ni carolina pueblo ni valle arriba heights ni villa fontana solo el area del aeropuerto luis muñoz marin,377899,377896
377899,sprintcare,FALSE,Mon Oct 09 04:42:02 +0000 2017,"@205672 Estamos asistiendole por DM ''Mensaje Directo''. Por favor, dirijase a la plataforma privada para seguir asistiendole. -MK",,377898
378779,sprintcare,FALSE,Mon Oct 09 05:30:24 +0000 2017,@183658 We truly don't want you to leave the Sprint family! What seems to be the issue? Let us know. - DB,378780,378781
378780,183658,TRUE,Mon Oct 09 18:51:06 +0000 2017,@sprintcare Service is horrible in my area,378782,378779
378782,sprintcare,FALSE,Mon Oct 09 18:53:35 +0000 2017,"@183658 Hi! We would like to look into our network coverage in your area. Please send us a Direct Message, so that we can further assist you. -DS",,378780
380960,sprintcare,FALSE,Mon Oct 09 09:11:35 +0000 2017,"@206349 We will fill every order, and we won't leave you out! We will email you as soon as your phone is ready to go. -FG",,380961
380961,206349,TRUE,Mon Oct 09 03:36:47 +0000 2017,@sprintcare convinced me to upgrade to iPhone8 shipping has been 'pending' for days. I'll prob not get my new phone until iPhone10 comes out,380960,
380962,sprintcare,FALSE,Mon Oct 09 08:59:12 +0000 2017,@206350 Hi! We definitely want to work with you on this. Could you please let us know: Why would like to be contacted exactly? -FG,,380963
383621,sprintcare,FALSE,Tue Oct 17 19:43:10 +0000 2017,@206880 Where did you purchase the device? -RL,383622,383623
383622,206880,TRUE,Tue Oct 17 19:44:14 +0000 2017,@sprintcare Apple,"3,83,62,43,83,625",383621
383624,sprintcare,FALSE,Tue Oct 17 19:46:26 +0000 2017,"@206880 To activate or swap your device, visit https://t.co/WBaPWsWjPb  and follow the on-screen instructions. -RL",383626,383622
383626,206880,TRUE,Tue Oct 17 19:47:35 +0000 2017,@sprintcare Doesn’t work,383627,383624
383627,sprintcare,FALSE,Tue Oct 17 19:49:58 +0000 2017,"@206880 Please send us a Direct Message, so that we can further assist you. -RL",,383626
383625,sprintcare,FALSE,Tue Oct 17 19:46:16 +0000 2017,@206880 Thanks for that information. Please try our website again. -RL,,383622
383623,206880,TRUE,Tue Oct 17 19:39:27 +0000 2017,"@sprintcare None of your reps can figure out why I can’t activate my iPhone, and ur website... omg! Login fails half the time, buttons don’t work...",383621,383628
383628,sprintcare,FALSE,Tue Oct 17 19:35:21 +0000 2017,@206880 Hi there! What issues are you having? -RL,383623,383629
383630,sprintcare,FALSE,Tue Oct 17 19:39:33 +0000 2017,"@206881 I understand, but if there is anything we can do to change you mind please reach back out to us.",,383631
383631,206881,TRUE,Tue Oct 17 19:37:35 +0000 2017,@sprintcare Nope. I'll pay the extra for @att and not get chewed out for price shopping because I didn't want to switch my service that very moment.,"3,83,63,03,83,632",383633
383633,sprintcare,FALSE,Tue Oct 17 19:34:23 +0000 2017,@206881 Is there something we can assist you with today?,383631,383634
383636,sprintcare,FALSE,Tue Oct 17 19:38:40 +0000 2017,"@206882 The site is back up! Visit the link provided to get your rewards now, https://t.co/j6UbUnWXlP . -JC",,369683
383637,sprintcare,FALSE,Tue Oct 17 19:38:07 +0000 2017,@206883 Hey there! This is not the experience we want you to have. Please elaborate on the Data issues you're having. -RL,383638,383639
383638,206883,TRUE,Tue Oct 17 19:57:38 +0000 2017,"@sprintcare 1 bar of service, normally 4 bars LTE","3,83,64,03,83,64,13,83,000",383637
383640,sprintcare,FALSE,Tue Oct 17 20:00:43 +0000 2017,@206883 Does the issue happen in one or multiple locations? -RL,,383638
383641,sprintcare,FALSE,Tue Oct 17 20:00:38 +0000 2017,@206883 Is the issue impacting anyone else in your household or around you on the Sprint network? -RL,,383638
383642,sprintcare,FALSE,Tue Oct 17 20:00:26 +0000 2017,@206883 How long has the issue been happening? Where are you when the issue occurs? -RL,,383638
383643,sprintcare,FALSE,Tue Oct 17 19:37:42 +0000 2017,@206884 Hey Thomas! What seems to be the issue? Please send us a private message so we can assist as soon as possible. -NJ,,383644
383650,sprintcare,FALSE,Tue Oct 17 19:37:41 +0000 2017,"@206886 Please send us a Direct Message, so that we can further assist you. - RW",,369681
383651,sprintcare,FALSE,Tue Oct 17 19:37:11 +0000 2017,"@206887 Visit the link for more information, https://t.co/j6UbUnWXlP . -JC",383652,369680
383652,206888,TRUE,Tue Oct 17 20:00:54 +0000 2017,@sprintcare @206887 @sprintcare i'd like to know what to do since I'm not a US resident.. thanks!!!,383653,383651
383653,sprintcare,FALSE,Tue Oct 17 20:13:31 +0000 2017,"@206888 Please send us a Direct Message, so that we can further assist you. -JJ",,383652
383654,sprintcare,FALSE,Tue Oct 17 19:36:25 +0000 2017,"@206889 Hi there! Sounds like something we'd have to look into. Please send us a Direct Message, so that we can further assist you. -AA",383655,383656
383655,206889,TRUE,Tue Oct 17 19:40:21 +0000 2017,@sprintcare Y’all have been looking into it for 2 weeks. I’m on my 3rd ticket. I won’t hold my breath,383657,383654
383657,sprintcare,FALSE,Tue Oct 17 19:42:15 +0000 2017,"@206889 We understand your concerns and we're here to assist. Please send us a Direct Message, so that we can further assist you. -AA",,383655
383658,sprintcare,FALSE,Tue Oct 17 19:36:23 +0000 2017,@206890 Hey can you elaborate? -AT,383659,369662
383659,206890,TRUE,Tue Oct 17 19:37:33 +0000 2017,@sprintcare Elaborate what?,383660,383658
383660,sprintcare,FALSE,Tue Oct 17 20:22:03 +0000 2017,@206890 ZIP Code are dependent on which State and or City that you are currently in. In light of this please DM us your location. -AT,,383659
383661,sprintcare,FALSE,Tue Oct 17 19:36:12 +0000 2017,"@206891 Wow, that’s terrible. Let’s get it fixed. Please send us a Direct Message, so that we can further assist you. -CE",383662,383663
383662,206891,TRUE,Tue Oct 17 19:52:44 +0000 2017,@sprintcare It cannot be resolved in 140 characters...,"3,83,66,43,83,66,53,83,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,000",383661
383664,sprintcare,FALSE,Tue Oct 17 19:55:05 +0000 2017,@206891 Please send us a Direct Message and we'd be able to assist you. -CE,,383662
383665,sprintcare,FALSE,Thu Oct 19 22:37:45 +0000 2017,"@206891 Hi Mike, please bear with me I am currently speaking to another department to assist me with resolving the issue. -Resolution SupervisorDR",,383662
383666,sprintcare,FALSE,Thu Oct 19 19:00:01 +0000 2017,@206891 Please follow us for further assistance. - RW,,383662
383667,sprintcare,FALSE,Thu Oct 19 20:58:06 +0000 2017,@206891 Please send the information in a DM to ensure the safety of your security information. -Resolution SupervisorDR,,383662
383668,sprintcare,FALSE,Thu Oct 19 20:57:12 +0000 2017,"@206891 Please send us a Direct Message, so that we can further assist you. -Resolution SupervisorDR",,383662
383669,sprintcare,FALSE,Thu Oct 19 20:56:11 +0000 2017,"@206891 Hi Mike, I would like to call you to further discuss your bill. -Resolution SupervisorDR",,383662
383670,sprintcare,FALSE,Thu Oct 19 22:03:06 +0000 2017,@206891 I am about to call you. -Resolution SupervisorDR,,383662
383671,sprintcare,FALSE,Thu Oct 19 23:34:01 +0000 2017,@206891 I will call you as soon as the issue has been resolved. Please bear with us. -Resolution SupervisorDR,,383662
383672,sprintcare,FALSE,Thu Oct 19 23:33:27 +0000 2017,@206891 I have had the issue escalated to Management. -Resolution SupervisorDR,,383662
383673,sprintcare,FALSE,Thu Oct 19 23:33:02 +0000 2017,"@206891 Hi Mike, I apologize for the delay in response.. -Resolution SupervisorDR",,383662
383674,sprintcare,FALSE,Fri Oct 20 01:13:36 +0000 2017,@206891 Thank you for taking my call. Looking forward to speaking with you tomorrow at 5PM EST. -Resolution SupervisorDR,383675,383662
383675,206891,TRUE,Fri Oct 20 01:27:12 +0000 2017,@sprintcare Okay,383676,383674
383676,sprintcare,FALSE,Fri Oct 20 01:35:13 +0000 2017,@206891 Have a wonderful night Mike. Please do not forget to follow us so that I can speak with you privately. -Resolution SupervisorDR,,383675
383677,sprintcare,FALSE,Tue Oct 17 19:35:50 +0000 2017,"@206892 Hello! To better assist you, please tell us what Pokémon activity you are referring. -VS",383678,369682
383678,206892,TRUE,Tue Oct 17 20:02:41 +0000 2017,"@sprintcare the general trainer rewards scheme, wondering whether it's global or US only",383679,383677
383679,sprintcare,FALSE,Tue Oct 17 20:12:17 +0000 2017,"@206892 Can you please confirm which promotion you're querying, is it the Pokémon GO My Trainers Rewards, or the Pokémon GO Trainer Badges. CB",383680,383678
383680,206892,TRUE,Tue Oct 17 20:13:58 +0000 2017,@sprintcare Pokémon Go My Trainer Rewards,383681,383679
383681,sprintcare,FALSE,Tue Oct 17 20:27:00 +0000 2017,@206892 Thank you for the confirmation! It is available to Pokémon GO Trainers (players) who visit Sprint Pokémon GO Gyms. CB,,383680
383682,sprintcare,FALSE,Tue Oct 17 19:35:13 +0000 2017,"@206893 Please follow us, so that we can DM and further assist you. -CB",,383683
383632,sprintcare,FALSE,Tue Oct 17 19:39:37 +0000 2017,@206881 Again we apologize for any inconvenience you had.,,383631
383635,sprintcare,FALSE,Tue Oct 17 19:34:19 +0000 2017,"@206881 Hello, we apologize for the inconvenience of our customer service and would love to have as a customer.",,383634
383684,sprintcare,FALSE,Tue Oct 17 19:31:56 +0000 2017,"@206894 Good day, can you please elaborate on the issue you're having? Send us a Direct Message, so that we can further assist you. -KK",,369677
288761,sprintcare,FALSE,Fri Oct 06 15:21:39 +0000 2017,@166883 Survey says! Thank you for your interest in Sprint. Join the Sprint family and you won't regret. Are you ready to make the move? - LP,"3,83,99,23,83,993",288759
383992,166883,TRUE,Fri Oct 06 15:26:14 +0000 2017,@sprintcare ASAP,383994,288761
383994,sprintcare,FALSE,Fri Oct 06 15:28:58 +0000 2017,@166883 Sounds awesome! Please shoot me a DM and I'll give more info. - LP,,383992
383993,166883,TRUE,Fri Oct 06 15:26:04 +0000 2017,@sprintcare i will be doing that now,,288761
384010,sprintcare,FALSE,Fri Oct 06 15:19:04 +0000 2017,"@206958 That's not the way we want you to feel. Please DM us a brief description of the issue you are currently experiencing, so we can help. -JE https://t.co/rMApsV8PQY",,384011
384276,sprintcare,FALSE,Mon Oct 09 11:12:19 +0000 2017,"@207019 Please send us a Direct Message, so that we can further assist you. -GS",,384277
384278,sprintcare,FALSE,Mon Oct 09 11:09:16 +0000 2017,@207020 Can you please send me a Direct message providing me with your nearest cross streets and ZIP code? -DS,,384279
384281,sprintcare,FALSE,Mon Oct 09 11:06:25 +0000 2017,@207021 Hi! We would love for you to join our Sprint Family. We have great offers available for new customers. -DS,384282,384283
384282,207021,TRUE,Mon Oct 09 13:36:22 +0000 2017,@sprintcare ✌@att,384284,384281
384284,sprintcare,FALSE,Mon Oct 09 13:39:00 +0000 2017,@207021 Hey! Hope you’re doing well today. How can I help? - AM,,384282
384289,sprintcare,FALSE,Mon Oct 09 11:04:18 +0000 2017,@207022 So sorry to hear that you had a bad experience. What's going on? YP,,384290
384674,sprintcare,FALSE,Mon Oct 09 11:28:23 +0000 2017,@207072 Hey there thank you for reaching out to us. Please send us a DM so that we can assist. - AM,,384675
384676,sprintcare,FALSE,Mon Oct 09 11:27:41 +0000 2017,"@207073 Please send us a Direct Message, so that we can further assist you. -GS",,384677
384678,sprintcare,FALSE,Mon Oct 09 11:22:25 +0000 2017,@207074 Hey there!  Thank you so much for the post today! What’s going on? Please send us a DM so that we can further assist you. -KJ,,370539
384679,sprintcare,FALSE,Mon Oct 09 11:20:36 +0000 2017,"@207075 Hi there, I'd like to look into this for you. Please send us a Direct Message, so that we can further assist you. -CW",,384680
384680,207075,TRUE,Mon Oct 09 02:46:39 +0000 2017,You guys told me international data was free in Japan and now you send me a text saying I incurred some fees. Explain @sprintcare,384679,
384681,sprintcare,FALSE,Mon Oct 09 11:19:58 +0000 2017,@207076 We don't want you to have problems. What's the issue? -  CF,384682,384683
384682,207076,TRUE,Mon Oct 09 13:46:56 +0000 2017,@sprintcare Here's the case number #183331950 She has gone in x3 and no one has cared enough to assist with this. I hope you can resolve this quickly.,384684,384681
384684,sprintcare,FALSE,Mon Oct 09 14:06:27 +0000 2017,@207076 I hate to hear she is having issues with her Sprint service!  Please ask her to pm us so we can assist her.  Thanks.,,384682
384685,sprintcare,FALSE,Mon Oct 09 11:19:32 +0000 2017,"@207077 Hey, thanks for reaching out. How can we be of assistance for you today? -KF https://t.co/rMApsV8PQY",,384686
384688,sprintcare,FALSE,Mon Oct 09 11:17:41 +0000 2017,"@207078 Are you in need of our assistance? Please send us a Direct Message, so that we can further assist you. - KD",,384687
384690,sprintcare,FALSE,Mon Oct 09 11:16:23 +0000 2017,@207079 Is there an issue we can help you with? Feel free to send us a DM for further assistance. We're here to help. - KD,,384691
384693,sprintcare,FALSE,Mon Oct 09 11:15:39 +0000 2017,"@207081 Hi there, Please send us a Direct Message, so that we can further assist you. -CW",,384694
384695,sprintcare,FALSE,Mon Oct 09 11:14:32 +0000 2017,@207082 That's terrible! Can you please send me a Direct message elaborating more on your issue? I'm here to help. -DS,,384696
384926,sprintcare,FALSE,Mon Oct 09 11:35:30 +0000 2017,@207133 Hi there! Are you experiencing this pop-up while using a specific app or mobile browser? -NL,384927,384928
384927,207133,TRUE,Fri Oct 13 18:34:20 +0000 2017,"@sprintcare Facebook. In fact I was just on Facebook and it happened again when I tried to look at a link. No x in the upper right corner, had to reopen",384929,384926
384929,sprintcare,FALSE,Fri Oct 13 19:06:50 +0000 2017,@207133 Does this only happen when you use Facebook? Does this happen when you use any other apps or sites? -KW,384930,384927
384930,207133,TRUE,Fri Oct 13 20:06:41 +0000 2017,"@sprintcare Just Facebook so far, I rarely look at links on twitter. I just go back and the second time it’s not there",384931,384929
384931,sprintcare,FALSE,Fri Oct 13 20:18:15 +0000 2017,@207133 Are you using the Facebook app or using mobile browser? -KW,384932,384930
384932,207133,TRUE,Sat Oct 14 19:51:55 +0000 2017,@sprintcare App,384933,384931
384933,sprintcare,FALSE,Sat Oct 14 20:07:47 +0000 2017,"@207133 When you click on the pop up, is it redirecting you to a site? -KA",384934,384932
384934,207133,TRUE,Sat Oct 14 20:54:23 +0000 2017,"@sprintcare Obviously I’m not clicking on it, I’m trying to get rid of it.",384935,384933
384935,sprintcare,FALSE,Sat Oct 14 21:16:35 +0000 2017,"@207133 We completely understand. Please send us a Direct Message, so that we can further assist you. -KA",,384934
384936,sprintcare,FALSE,Mon Oct 09 11:33:22 +0000 2017,@207134 This is not the type of response we'd like to hear. What seems to be the issue? Allow us to assist. - LS,,384937
384938,sprintcare,FALSE,Mon Oct 09 11:32:33 +0000 2017,"@207135 Hey Mitch, please send us a DM so we can address this matter, providing any necessary information. - AM",,384939
384942,sprintcare,FALSE,Mon Oct 09 11:30:01 +0000 2017,"@207137 Hi there! Have questions? Ask away! Please send us a Direct Message, so that we can further assist you. -SJ",,384943
384943,207137,TRUE,Mon Oct 09 04:24:42 +0000 2017,@sprintcare is the chat function working?,384942,
384944,sprintcare,FALSE,Mon Oct 09 11:29:26 +0000 2017,"@207138 Let's check on that service for you. Please send us a DM, so that we can further assist you. - MJ",,384945
384945,207138,TRUE,Mon Oct 09 02:50:51 +0000 2017,Once again my service is NOT WORKING! Let me guess y’all updating y’all towers  again @sprintcare,384944,
385486,sprintcare,FALSE,Mon Oct 09 12:00:28 +0000 2017,@207268 Hello there! Are you experiencing service issues? Please let us know. We're always here eager to assist. - KP,,370468
385779,sprintcare,FALSE,Mon Oct 09 12:27:01 +0000 2017,@160396 We have sent you a DM!,,385780
385780,160396,TRUE,Mon Oct 09 05:30:42 +0000 2017,"@sprintcare second time this past week I’ve been without service for longer than an hour

Philadelphia PA 19111",385779,
385781,sprintcare,FALSE,Mon Oct 09 12:17:34 +0000 2017,@207325 We regret that you feel this way. DM us your phone number so that Team @116447 may research your concerns.,,385782
386020,sprintcare,FALSE,Mon Oct 09 12:38:36 +0000 2017,"@207390 Wow, that’s terrible! Let’s get it fixed. Shoot us a DM so that we can assist. -AV",,386021
386021,207390,TRUE,Mon Oct 09 12:29:08 +0000 2017,"@sprintcare Poor reception, call drops, non LTE...",386020,386022
386022,sprintcare,FALSE,Sun Oct 08 19:50:00 +0000 2017,"@207390 That's not good to read, what makes you feel this way? What type of inconvenience are you experiencing? -JT",386021,332228
386109,sprintcare,FALSE,Tue Oct 03 21:41:19 +0000 2017,@207413 We value you as a Loyal Sprint customer and would hate to see you leave. What issues are you having? -RL,386110,386111
386110,207413,TRUE,Mon Oct 09 12:39:18 +0000 2017,@sprintcare The service sucks horribly! I NEVER have a signal drops calls and my daughters roam where the live.,386112,386109
386112,sprintcare,FALSE,Mon Oct 09 12:45:29 +0000 2017,@207413 This is concerning to hear! Please send us a DM so that we can further assist. - AM,,386110
386317,sprintcare,FALSE,Mon Oct 09 12:55:31 +0000 2017,"@207463 Thank you for reaching out to us. How can we assist you? Please send us a Direct Message, so that we can further assist you. -KJ",,386318
386645,sprintcare,FALSE,Mon Oct 09 13:01:22 +0000 2017,@207537 Please let us know why you feel this way so we can further assist you. -AH,,386646
386649,sprintcare,FALSE,Mon Oct 09 12:59:54 +0000 2017,"@207537 Hey Thomasville, your post is concerning to us and we definitely want to look into this matter for you. -AH",,386650
387386,207696,TRUE,Mon Oct 09 13:40:26 +0000 2017,@sprintcare @115714 just took my partial device payment and converted it into a service credit 😡. @115911 help me out!,387384,
387419,sprintcare,FALSE,Mon Oct 09 13:41:11 +0000 2017,@207704 Good morning. Is there anything we can assist you with today? - WR,,201008
387420,sprintcare,FALSE,Mon Oct 09 13:36:53 +0000 2017,@183424 The Launch date for this device is 10/13/17! Team @116447,,387421
388195,sprintcare,FALSE,Mon Oct 09 14:12:16 +0000 2017,"@207879 Hey thanks for reaching out, how can we assist you today? We are here to help. - KR",,388196
389115,sprintcare,FALSE,Mon Oct 09 14:36:14 +0000 2017,@208079 @208079 - Update PRL: Settings &gt; System update &gt; Update PRL &gt; OK -LG,389116,389117
389116,208079,TRUE,Mon Oct 09 14:52:49 +0000 2017,@sprintcare It said it was already updated and it hasn't gotten any better,389118,389115
389118,sprintcare,FALSE,Mon Oct 09 15:07:23 +0000 2017,@208079 @208079 - Ok. Aware of anyone else with Sprint experiencing the issue within this same location? -LG,389119,389116
389119,208079,TRUE,Mon Oct 09 15:08:36 +0000 2017,@sprintcare My whole family that has sprint. And it doesn't matter the location. It's bad everywhere,389120,389118
389120,sprintcare,FALSE,Mon Oct 09 15:22:55 +0000 2017,@208079 @208079 - Ok. I will need to make a report for the issue. DM me -LG,,389119
389117,208079,TRUE,Mon Oct 09 14:31:17 +0000 2017,@sprintcare Galaxy S7,389115,389121
389121,sprintcare,FALSE,Mon Oct 09 14:30:49 +0000 2017,@208079 @208079 - The outage within this location has been repaired. What's the make/model of your device? -LG,"3,89,11,73,89,12,23,89,000",389124
389124,208079,TRUE,Mon Oct 09 14:18:06 +0000 2017,@sprintcare I'm at 12 mile and Van Dyke and the zip code is 48093. Why do I have bad service here,389121,389125
389125,sprintcare,FALSE,Mon Oct 09 13:52:08 +0000 2017,"@208079 Let's check on that service for you. What's your nearest cross streets &amp; ZIP code? Send us a DM, so that we can further assist you. - MJ",389124,389126
389127,sprintcare,FALSE,Mon Oct 09 14:31:30 +0000 2017,"@207879 Lets help! Please send us a Direct Message, so that we can further assist you. - KR",,389128
389129,sprintcare,FALSE,Mon Oct 09 14:30:58 +0000 2017,"@208080 We do apologize that you feel this way, we have service and some areas and we are working on the others. -JM",,389130
389122,208081,TRUE,Mon Oct 09 15:34:59 +0000 2017,@sprintcare @208079 Im in Oklahoma City,,389121
389123,208081,TRUE,Mon Oct 09 15:34:47 +0000 2017,@sprintcare @208079 Sprint 29.0.1 model MKT727LL/a,,389121
389534,sprintcare,FALSE,Mon Oct 09 14:58:31 +0000 2017,@208202 We will DM you for more information.,,389535
389536,sprintcare,FALSE,Mon Oct 09 14:50:35 +0000 2017,@208203 Thank you for responding. Please send us a DM elaborating on the issue. Sprint Cares. -  CF,,389537
389805,sprintcare,FALSE,Mon Oct 09 15:07:25 +0000 2017,@208274 Let's check on that services for you. Please DM us to assist. - EG https://t.co/rMApsV8PQY,,389806
390242,sprintcare,FALSE,Mon Oct 09 15:29:07 +0000 2017,@208382 That's not good! Can you please send me a Direct message providing me with your nearest cross streets and ZIP code? -DS,,390243
390244,sprintcare,FALSE,Mon Oct 09 15:25:20 +0000 2017,"@208383 This is not good! Please allow us to look into this matter, in order to do so we'll need you to send us a DM. - AM",,390245
390245,208383,TRUE,Mon Oct 09 15:23:08 +0000 2017,"@sprintcare lol I have been a Sprint customer for 9 months and have yet to be billed correctly. I'll DM but will have to call later, I'm sure.",390244,390246
390246,sprintcare,FALSE,Mon Oct 09 15:21:30 +0000 2017,"@208383 Hey Christine, are u experiencing issues with your bill? If so, give us a brief description of the matter in a DM. Lets address this! - AM",390245,390247
390253,sprintcare,FALSE,Mon Oct 09 15:23:59 +0000 2017,@208384 Why not send us a Direct Message so we can further assist you with your concerns or issues you may have. -AH,390254,390255
390254,208384,TRUE,Mon Oct 09 15:30:38 +0000 2017,@sprintcare I dm u,,390253
390256,sprintcare,FALSE,Mon Oct 09 15:22:54 +0000 2017,"@208384 Hey MoneyWay, your post is concerning to us and  we would hate to lose you as one of our customers. -AH",,390255
390614,sprintcare,FALSE,Mon Oct 09 15:35:38 +0000 2017,@208483 We don't want you to have problems. Let’s get it fixed. Please send us a Direct Message. -  CF,390615,390616
390615,208483,TRUE,Mon Oct 09 15:58:54 +0000 2017,@sprintcare I did and your stupid ass didn’t message back,,390614
390616,208483,TRUE,Mon Oct 09 15:31:40 +0000 2017,@sprintcare fix your data problems !,390614,
390617,sprintcare,FALSE,Mon Oct 09 15:32:20 +0000 2017,"@208484 We do apologize for this inconvenience. Please send us a DM, to further assist you. -JM",,390618
390618,208484,TRUE,Mon Oct 09 15:22:51 +0000 2017,@sprintcare My internet connection keep going in and out,390617,390619
390619,sprintcare,FALSE,Mon Oct 09 15:18:16 +0000 2017,"@208484 Thank you so much for reaching out to us, How can we help you? -JM",390618,362817
391420,sprintcare,FALSE,Mon Oct 09 16:05:12 +0000 2017,@208684 Sounds like something we need to take a look. Please DM us to assist. - EG https://t.co/rMApsV8PQY,,391421
391422,sprintcare,FALSE,Mon Oct 09 16:01:59 +0000 2017,@208685 @208685  - There is nothing wrong with the towers in your location. I sent you a PM -LG,,391423
391423,208685,TRUE,Mon Oct 09 15:51:35 +0000 2017,@sprintcare ....I ambeyond frustrated at this point. The unreliability of your network is becoming the norm and not the exception,391422,
391553,186762,TRUE,Sun Oct 08 19:51:41 +0000 2017,@116447 @sprintcare @115714 Jen @116297 @AsurionCares was the best she made me feel appreciated and important,391552,
391974,sprintcare,FALSE,Mon Oct 09 16:24:07 +0000 2017,@208815 Can you please send us a DM so that we can continue assisting you. - RR,391975,391976
391975,208815,TRUE,Mon Oct 09 16:33:14 +0000 2017,@sprintcare Not really. I rather keep it public.,391977,391974
391977,sprintcare,FALSE,Mon Oct 09 16:35:22 +0000 2017,@208815 The reason we ask for a private message is to discuss information that may be sensitive to you and we don't want to violate privacy. - RR,391978,391975
391978,208815,TRUE,Fri Oct 13 05:17:30 +0000 2017,"@sprintcare nah, the reason you ask for PM is because text limit is higher, so you can paste massive generic messages that don't provide answers.",391979,391977
391979,sprintcare,FALSE,Fri Oct 13 05:32:49 +0000 2017,"@208815 Hi, is there anything we can assist you with today? We are here to help. -BC",391980,391978
391980,208815,TRUE,Sat Oct 14 08:13:15 +0000 2017,"@sprintcare I dont need help, let your UI team that there is a customer on twitter who thinks they're missing 'download bill' button for 3 latest bills",391981,391979
391981,sprintcare,FALSE,Sat Oct 14 08:26:53 +0000 2017,@208815 Sure thing! I'm on it! You're using our app or PC? Are you using an Account Owner profile? Pls DM me to eliminate the character limit. -MM https://t.co/rMApsV8PQY,,391980
391976,208815,TRUE,Mon Oct 09 16:22:26 +0000 2017,@sprintcare Take a look at your bills history page. The 3 latest bills do not have the PDF download shortcut from the drop down. Everything else does.,391974,391982
